id	authors	title	citation	doi	year	month	simple_duplication	reposition_duplication	alteration_duplication	cuts_and_beautification	findings	reported	correction_date	retraction	correction	no_action	completed	first_author	affiliation	publications	citations	year_start	year_end	top_topics	publication_types	top_authors	top_journals	top_institutions	top_conferences	lab_size_approx	publication_variety	journal_variety	institution_variety	conference_variety	biology	medicine	immunology	cancer	biochemistry	virology	career_duration	publication_rate	highest_degree	degree_area	degree_level	total_cites	impact_factor	eigenfactor	web_interest	images_interest	youtube_interest	academic_reputation	affiliation_funding	falsified_media
Immun 73: 5873â€“5882."	mBio 3(6): 2012	10.1128/mBio.02659-98	2015	February	0	0	1	1	Overlapping microscopy images	1	NA	0	0	1	1	Marlee Hickle	Central South University	157	3318	2010	2018	Type ii diabetes|Zebularine|Myocyte|Autolysosome|Embryoid body|Enterobacteriaceae|Cytolysis|NOD2|Heterosis|Stevia rebaudiana	Journal publications	Virginia Feest|Trisha Harber|Lexus Bayer|Cecilia Jewess|Jamel Mayer|Maria Giovanna Riparbelli|Alison Fay|Garfield Zboncak|Greyson Kunze|Guillermo Ares	The Journal of Experimental Biology|Angiology|Scientific Reports|PLOS Pathogens|Cancer Chemotherapy and Pharmacology|Clinical Journal of Gastroenterology|Cell Death and Disease|Nature|The FASEB Journal|Journal of Neuroimmunology|Experimental Parasitology	Central South University|Thammasat University|Kwong Wah Hospital|University of Minnesota	NA	10	1	11	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10	15.7	NA	NA	4	71807	7	0	12	7	4	43	public	TRUE
555	Angel Lueilwitz	"Epithelial differentiation was obtained by culturing ARPCs in

commercially available REGM medium (Lonza) supplemented

with 50 ng/ml hepatocyte growth factor (Sigma) for 20 days."	BioMed Research International, Volume 2014, Article ID 164391	10.1155/2008/008820	2008	March	0	1	1	1	Duplicated blot panel	1	NA	0	0	0	1	Angel Lueilwitz	University of Strasbourg	4	10811	1996	2008	Molecular biology|Protein Sorting Signals|Cancer|Herminiimonas arsenicoxydans|Targeted therapy|Medicine|Proinflammatory cytokine|Protein M|Adipokine|Epigenetics	Journal publications	Hobart West|Bud Pagac|Delilah Hilll|Jamel Mayer|Daisha Murray|Theo Jakubowski|Cyrus Bradtke|Jayda Hintz|Rosanna Ebert|Kara Buckridge	European Journal of Pharmacology|Journal of Autoimmunity|Proceedings of the National Academy of Sciences of the United States of America|International Journal of Molecular Medicine|Journal of Experimental Marine Biology and Ecology|PLOS Biology	University of Strasbourg|National Institutes of Health|Montreal Heart Institute|Paris Descartes University|Stanford University|Nanjing Medical University|Kanagawa Dental College|University of Bath|Morehouse School of Medicine|University of Naples Federico II	NA	10	1	6	10	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	24	0.16666666666666666	PhD	Economics-Mathematics	10	56937	7	1	12	8	8	29	public	TRUE
556	Marielle Johnston	"Recombination and DNA Damage Repair in Parasite Growth

May/June 2013 Volume 4 Issue 3 e00252-13 Â® mbio.asm.org 9

 on M
arch 14, 2020 by guest

http://m
bio.asm

.org/"	Infect. Immun. Mar. 2004, p. 1223Ã1229 Vol. 72, No. 3	10.1128/IAI.41.1.1221-1877.2000	2000	December	0	0	1	1	Overlapping microscopy images	1	NA	1	1	1	1	Marielle Johnston	Queen's University Belfast	47	1176	1990	2007	Microbiology|Hepatitis B virus|Pathology|Cancer research|Biology|Luminescence|Neovascularization|In vivo|Internal medicine|Envenomation	Journal publications	Dylan Boehm|Dan Wang|Hermann Krajcik|Gaetano Connelly MD|Yoshimitsu Abiko|Carlie Gislason|Tia Hilpert|Laverna Dietrich|Rhoda Haag|Ernie Heller	FEBS Letters|Surgery|Journal of the American College of Cardiology|Journal of Biological Chemistry|Chemical Science|PLOS ONE|Phytomedicine|Science|Embo Molecular Medicine|Infection and Immunity|Epigenetics & Chromatin	Queen's University Belfast|Nanjing University|Fukuoka University|Duke University	NA	10	1	11	4	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	30	1.5666666666666667	PhD	Advanced Biotechnology, Protein Engineering and Biopolymers Program	10	317223	6	2	18	16	2	54	public	TRUE
557	Manuela Boehm	"To verify that miR-768-3p targets eIF4E, we introduced
luciferase reporter plasmids of the 30-UTR of eIF4E into Mel-RM
cells and HEMn-MP melanocytes (Figure 4b and Supplementary
Figure 2)."	PLOS ONE, May 2014 | Volume 9 | Issue 5 | e96343	10.1371/journal.pone.7702823	2017	July	0	1	1	0	very similar negative microscopy images, very similar cell grouping in other image	1	NA	0	1	1	1	Manuela Boehm	National Institutes of Health	191	24559	2009	2018	Anaplasmataceae|Nanotechnology|Bacteria|Biology|Surgery|Immunology|Methylation|Cytokine|Apoptosis|Pharmacology	Journal publications	Daisha Murray|Mabelle Pfannerstill|Grayson Towne|Domenica Bahringer|Jaylan Hane PhD|Devon Will|Philippe Bahadoran|Haylee Von|Agustina Lindgren|Bethany Mohr	PLOS ONE|Chemico-Biological Interactions|Molecular Genetics and Metabolism|Thrombosis and Haemostasis|Electronic Commerce Research|Journal of Oral and Maxillofacial Surgery|Placenta|Journal of Immunology|Cytokine|International Journal of Cancer|Journal of Biological Chemistry	National Institutes of Health|Shanghai Jiao Tong University|Heidelberg University|Seconda UniversitÃ  degli Studi di Napoli|Northeast Ohio Medical University|University of California, San Francisco|University of Otago|University of Michigan|Fourth Military Medical University|Xi'an Jiaotong University|University of Ulsan	NA	10	1	11	11	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	11	17.363636363636363	PhD	Postdoctoral Fellow	10	1131	4	0	28	1	19	62	public	TRUE
558	Dr. Marcia Feil	"The shmiR-Tsp3A construct was designed according to Thermo Fisher 
Scientific software prediction (http://www.dharmacon.com/DesignCenter)."	Journal of Autoimmunity 24 (2005) 69-78	10.1016/j.jaut.2012.10.1016	2012	August	0	0	0	1	Marker bands all identical?	1	NA	0	0	1	1	Dr. Marcia Feil	Johns Hopkins University	21	4732	1990	2013	Psoriasis|Cirrhosis|Current density|Medicine|Biology|Western blot|Virology|RNA|Biochemistry|Monoclonal antibody	Journal publications	Mariah Hayes|Dan Wang|Brent Denesik|Mathias Heaney|Lysanne Aufderhar|Marlee Hickle|Jordy McCullough V|Arno Sauer|Gwen Powlowski|Carlie Gislason	Journal of Investigative Dermatology|International Journal of Systematic and Evolutionary Microbiology	Johns Hopkins University|Aix-Marseille University|Tianjin Medical University General Hospital|University of Manitoba|Taipei Medical University|National Autonomous University of Mexico|University of Lyon|University of Oxford|Kasetsart University|Sun Yat-sen University|Ikerbasque	NA	10	1	2	11	0	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	30	0.7	PhD	Virology and Cell biology	10	127266	4	1	14	7	1	45	public	TRUE
559	Guadalupe Conroy	"Subsequently, we analysed

DCs 48 hours post infection with the adenoviruses for HCMV

gene expression."	INTERNATIONAL JOURNAL OF ONCOLOGY 41: 611-620, 2012	10.3892/ijo.2015.8208	2015	June	1	1	0	1	Duplicated microscopy images	1	NA	0	0	0	1	Guadalupe Conroy	University of Sheffield	33	4647	1997	2018	Antrodia cinnamomea|Induced pluripotent stem cell|Calcium|Hepatic stellate cell|Pericentriolar material|Immunology|Arabidopsis thaliana|Magnetic resonance imaging|Clostridium perfringens|Echinococcosis	Journal publications	Abelardo Friesen|Emilio Emmerich|Rey Schimmel PhD|Kenna Frami|Savannah Miller|Greyson Kunze|Maurine Schowalter|Dr. Robert Kub|Cheyenne Reilly|Kara Buckridge	Breast Cancer Research and Treatment|Neurosurgery|Journal of Nutritional Biochemistry|European Journal of Pharmacology|Infection and Immunity|Journal of Immunology|PLOS Genetics|Planta Medica|Biotechnology Progress	University of Sheffield|The Feinstein Institute for Medical Research|University of Bonn|Centre national de la recherche scientifique|French Institute of Health and Medical Research|Curie Institute|Korea University|College of Charleston|Pennsylvania State University|University of Delhi|University of WÃ¼rzburg	NA	10	1	9	11	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	23	1.434782608695652	NA	NA	4	225157	4	1	24	16	10	61	public	TRUE
560	Franz Beatty	"Resch CT, Winogrodzki JL, Patterson CT, Lind EJ, Quinn MJ, Dibrov P, Hase
CC: The putative Na+/H+ antiporter of Vibrio cholerae, Vc-NhaP2, mediates
the specific K+/H+ exchange in vivo."	Nature, Vol 454, 7 August 2008, page 776	10.1038/nature67883	2005	May	1	0	1	0	Overlapping microscopy images	1	NA	1	1	1	1	Franz Beatty	McGill University	1	9176	1997	2006	Biology|Signal transduction|Multiple sclerosis|Neurogenesis|Internal medicine|Erythropoietin|Gemcitabine|Ovarian cancer|genomic DNA|Growth factor	Journal publications	Juana Herman|Dora Kautzer|Sallie Gleason|Mike Kassulke I|Carmine Corkery Sr.|Alexandra Kuhn|Willa Lubowitz|Effie Wintheiser|Dr. Zoey Quigley|Gino Rohan	Nature|Protoplasma|Angewandte Chemie|Nature Genetics|PLOS ONE|Journal of Biological Chemistry|Nanoscale Research Letters|Oncotarget|Veterinary Microbiology	McGill University|University of Glasgow|Villanova University	NA	10	1	9	3	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	23	0.043478260869565216	NA	NA	4	70188	6	0	25	1	13	41	public	TRUE
561	Moises Harªann	"(c) MCF7 and MDA-MB-231 cells were treated with honokiol (HNK), and LKB1 protein was analyzed with
immunofluorescence by using LKB1 antibody; 4â€™6-diamidino-2-phenylindole staining was used to determine the nuclear localization."	Journal of Autoimmunity 32 (2009) 85Ã93	10.1016/j.jaut.2008.04.764	2008	February	0	1	1	1	overlapping microscopy images	1	NA	1	1	1	1	Moises Harªann	Genome Institute of Singapore	171	1257	1997	2010	Cytokine|Cancer research|Microbiology|Biology|Complementation|Western blot|Cell biology|Diabetes mellitus|Autophagy|Protein kinase B	Journal publications	Ed Jaskolski|Aiyana Kuhlman|Romaine Reichel|Bette Jewess|Mathias Heaney|Jakob Bauch|Laron Torp|Alisa Wyman|Dana Pouros|Hye-Jin Baek	American Journal of Physiology|Acta Tropica|Current Opinion in Pharmacology|Cell Biology International|Biology of Reproduction|Journal of Neuroinflammation|American Journal of Pathology|PLOS Pathogens|Journal of Applied Microbiology|Fems Microbiology Letters|Open Journal of Urology	Genome Institute of Singapore|Seoul National University|University of Colorado Boulder	NA	10	1	11	3	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	23	7.434782608695652	NA	NA	4	151243	5	1	27	2	13	60	publc	TRUE
562	Fredrick Franecki	"18. Madigan, J. E., P. Richter, R. Kimsey, J. E. Barlough, J. S. Bakken, and J. S.

Dumler."	Infection, and Immunity, Mar. 2005, p. 1754Ã1763 Vol. 73, No. 3	10.1128/IAI.71.0.6086Ã1760.2014	2014	December	1	1	1	0	Duplicated blot panels	1	NA	0	0	1	1	Fredrick Franecki	McGill University	71	2366	2008	2019	Proteolysis|Antivenom|Signal transduction|Nuclear physics|Biology|Microorganism|Apoptosis|Immune system|Sphingosine kinase 1|Autophagy	Journal publications	Lavon Price|Belle Kris|Heather Rolfson|Kaylie McGlynn|Jaqueline Ward|Luther Dicki|Willa Lubowitz|Nola Wilderman|Dangelo Wolff|Ryley Turcotte	Infection and Immunity|Journal of Neurology and Neurophysiology|European Journal of Clinical Microbiology & Infectious Diseases|Biomaterials|International Journal of Cancer|Microbiology|Applied Microbiology and Biotechnology|Journal of Virology|Crop Protection|Cancer Immunology, Immunotherapy|Anti-inflammatory & anti-allergy agents in medicinal chemistry	McGill University|Mahidol University|University of Graz	NA	10	1	11	3	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	12	5.916666666666667	PhD	Plant Molecular Biology	10	152200	5	2	30	6	12	83	public	TRUE
563	Cathrine Howell	"Bortoluzzi S, dâ€™Alessi F, Romualdi C, Danieli GA (2001) Differential expression

of genes coding for ribosomal proteins in different human tissues."	Cytokine 63 (2013) 1Ã5	10.1016/j.cyto.2000.61.288	2000	May	1	1	0	0	Duplicated microscopy images	1	NA	0	0	0	1	Cathrine Howell	Capital Normal University	34	3484	1997	2019	Virology|Promoter|Cancer research|Antigen|Medicine|Biology|Inorganic chemistry|Receptor|Carcinogenesis|Cytokine	Journal publications	Johanna Lind|Laura Pfannerstill|Michaela Rolfson|Juana Herman|Bertha Denesik|Carolyne Konopelski|Marcelino Reynolds|Grayson Towne|Lexi Dietrich|Manuela Boehm	Cytokine|The Plant Cell|Alcohol|Food Chemistry|PLOS ONE|Current Bioactive Compounds|The Journal of Pathology|Transfusion Clinique Et Biologique|Protein Expression and Purification|Bangladesh Journal of Medical Science|International journal of physiology, pathophysiology and pharmacology	Capital Normal University|Temple University|French Institute of Health and Medical Research|University of Zurich|Third Military Medical University|Mayo Clinic	NA	10	1	11	6	0	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	23	1.4782608695652173	Master	Pharmacology	7	174600	1	1	21	19	6	34	public 	TRUE
564	Lonny Volkman	"We subsequently employed an

antibody recognizing the phosphorylated residues within the

MAPK activation loop (the so called pTEpY motif, where p

denotes the phosphorylated residue)."	Lung Cancer 67 (2010) 205Ã215	10.1016/j.lungcan.2002.21.875	2002	May	1	1	1	1	multiple cases of duplicated bands within same blot	1	NA	0	0	0	1	Lonny Volkman	Ludwig Maximilian University of Munich	45	5029	1992	2014	Active site|Reporter gene|Thrombus|Microbiology|Protein kinase B|Genetics|Virology|Cancer cell|Kidney|Materials science	Journal publications	Walter Schulist|S. L. Hsuan|Alisa Wyman|Jordy McCullough V|Deron Wisoky|Janiya Keeling|Gerda Langworth|Santino Willms	PLOS ONE|Cancer Genetics and Cytogenetics|Trends in Endocrinology and Metabolism|Journal of Cellular Physiology|PLOS ONE|Heart and Vessels|Urologia Internationalis|Human Molecular Genetics|International Reviews of Immunology|Mbio|Placenta	Ludwig Maximilian University of Munich|National Presto Industries|Imperial College London	NA	8	1	11	3	0	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	28	1.6071428571428572	PhD	laboratory of Biology of Cell Cycle and Cell Motility directed by Dr. Michel Bornens	10	139509	7	1	19	10	6	46	public	TRUE
565	Carlie Gislason	"Electrophoretic analysis of the urine protein extracts
showed similar band profiles between FSGS and MCD
patients, with a primary band of proteins with Mr of
approximately 62 kDa (Fig. 1.)."	Letters in Applied Microbiology 55, 73Ã81, 2012	10.1111/j.6260-317X.2011.03325.x	2011	April	1	0	0	1	Manipulated plant images, duplication of seeds, manipulated leaves	1	NA	0	1	1	1	Carlie Gislason	Moscow State University	32	9881	1994	2012	Postoperative cognitive dysfunction|Biology|Porin|Medicine|Medical research|Liver cancer|Bronchial hyperresponsiveness|Tyrosine kinase|Immunology|Downregulation and upregulation	Journal publications	Craig O'Conner|Armani Ritchie|Saul Bednar Sr.|Josephine Jenkins|Harmon Mertz|Eulalia Cormier|Kip Lemke I|Abigale Fahey|Ebba Bode|Travis J. Barnard	ChemInform|PLOS Neglected Tropical Diseases|Proceedings of the National Academy of Sciences of the United States of America	Moscow State University|National Blood Service|University of Ulsan|Paris Descartes University	NA	10	1	3	4	0	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	26	1.2307692307692308	NA	NA	4	221500	13	0	29	17	16	53	public	TRUE
566	Gayle Ward	All rights reserved.	Cancer Cell 25, 21Ã36, January 13, 2014	10.1016/j.ccr.2011.43.452	2011	September	0	1	1	0	Duplicated lanes within same blot	1	NA	0	1	1	1	Gayle Ward	University of Milan	52	11311	1995	2016	Lung cancer|Internal medicine|Metastasis|Yeast|Bioinformatics|Oncology|Biology|Immunology|Psoriasis|Genetic enhancement	Journal publications	Roxane Langosh|Lavon Price|Ewell Donnelly|Elna Kertzmann|Karen Reichel|Ed Jaskolski	Cancer Cell|Current Biology|Mechanisms of Ageing and Development|Free Radical Biology and Medicine|Annals of the New York Academy of Sciences|Placenta|Gastroenterology|Genesis|Cancer Genetics and Cytogenetics|Shock|Clinical and Experimental Immunology	University of Milan|University of New South Wales|Wellcome Trust Sanger Institute	NA	6	1	11	3	0	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	25	2.08	NA	NA	4	33859	13	1	11	15	8	54	public	TRUE
567	Alisa McClure III	"able 2
orrelation between cytoplasmic Kaiso and p120ctn in lung cancer."	Cancer Cell 23, 489Ã501, April 15, 2013	10.1016/j.ccr.2008.14.345	2008	November	0	1	0	0	bands in gel appear to be spliced in	1	NA	1	1	0	1	Alisa McClure III	Royal Adelaide Hospital	34	9654	2008	2015	Goose|Internal medicine|Virology|Autoimmunity|Proinflammatory cytokine|Liver function|Nuclear export signal|Norwalk virus|Virulence|Amperometry	Journal publications	Delores Mueller I|Belle Pacocha|Angel Lueilwitz|D.J. Shulman|Walter Schulist|Lawrence Lehner|Justina Osinski PhD|Travon Hackett|Tom Weber|Frida Ortiz	Cancer Cell|Biochemical and Biophysical Research Communications|Journal of Periodontal Research|American Journal of Cancer Research|Thrombosis and Haemostasis|PLOS Pathogens	Royal Adelaide Hospital|Ewha Womans University|Kumamoto University|Kyoto University	NA	10	1	6	4	0	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	12	2.8333333333333335	NA	NA	4	161203	5	1	36	15	3	48	public	TRUE
568	Dr. Robert Kub	"Gene
deletion was also confirmed by Southern blot."	mBio 3(6): 2012	10.1128/mBio.23064-57	2011	February	0	0	1	0		1	NA	1	0	1	1	Dr. Robert Kub	National Taiwan Normal University	135	3462	1996	2019	Messenger RNA|Sudden death|Medicine|Molecular biology|Proinflammatory cytokine|Downregulation and upregulation|Nanotechnology|Membrane transport protein|Transcriptome|Biology	Journal publications	Joshua Metz|Abe Nikolaus|Allen Funk|Abby Blanda|Burley Jerde|Zoe Brakus|Candace Goodwin I|Dalton Hahn|Hilbert Hegmann|Clemmie Tillman	The Journal of Experimental Biology|Cytokine|Molecular Endocrinology|Diagnostic Pathology|Autoimmunity Reviews|Cryobiology|Expert Opinion on Therapeutic Targets|Basic & Clinical Pharmacology & Toxicology|Cell	National Taiwan Normal University|Hokkaido University|Washington University in St. Louis|Shandong University|University of Naples Federico II	NA	10	1	9	5	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	24	5.625	NA	NA	4	86801	10	1	21	4	4	82	public	TRUE
569	Alexandria Schmitt PhD	Microb.	Int. J. Cancer: 132, 2270Ã2282 (2013)	10.1002/ijc.63504	2000	May	1	0	0	1	duplicated blots, different exposure?	1	NA	1	0	0	1	Alexandria Schmitt PhD	China Medical University (PRC)	161	6569	1992	2019	Cancer|Promoter|Biology|Oxidative stress|Immune system|Mutant|SOD3|ATPase|Molecular biology|Cyclic di-GMP	Journal publications	Alysha Mayert|Shanel Hettinger|Jordy McCullough V|Kaylie McGlynn|Juana Herman|Janick Champlin|Lon Mohr|Jaqueline Ward|Yanlan Liang|Zachariah Crooks III	International Journal of Cancer|Investigative Ophthalmology & Visual Science|Journal of Antimicrobial Chemotherapy|Journal of Gastroenterology|Obesity|Journal of Experimental Marine Biology and Ecology|Laboratory Investigation|Cell Stem Cell|Clinical Oral Implants Research|World Journal of Gastroenterology|Oncotarget	China Medical University (PRC)|Stockholm University|McGill University	NA	10	1	11	3	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	28	5.75	Associate	English Oral; English Literature/English Language/Mathematics/Biology /Geography/History/Typing	3	123632	19	0	21	8	1	75	public	TRUE
