authors	title	citation	doi	year	month	simple_duplication	reposition_duplication	alteration_duplication	cuts_and_beautification	findings	reported	correction_date	retraction	correction	no_action	completed	first_author	affiliation	publications	citations	year_start	year_end	top_topics	publication_types	top_authors	top_journals	top_institutions	top_conferences	lab_size_approx	publication_variety	journal_variety	institution_variety	conference_variety	biology	medicine	immunology	cancer	biochemistry	virology	career_duration	publication_rate	highest_degree	degree_area	degree_level	total_cites	impact_factor	eigenfactor	web_interest	images_interest	youtube_interest	academic_reputation	affiliation_funding
Timothy A. Chan, Heiko Hermeking, Christoph Lengauer, Kenneth W. Kinzler, & Bert Vogelstein	14-3-3__ is required to prevent mitotic catastrophe after DNA damage	Nature, Vol. 401, 7 October 1999, page 616	10.1038/44188	1999	October	0	0	1	0	Rotated microscopy image, authors replied on PP	1	2015-10-29	0	0	1	1	Timothy A. Chan	Johns Hopkins University	13	3905	1995	2001	Biology|Gene expression|Molecular biology|Cancer research|Breast cancer|DNA methylation|Transcriptome|SAGE Library|Genome human|Genetics	Journal publications	Saraswati Sukumar|Heiko Hermeking|Gregory M. Landes|Stephen L. Madden|Brian P. Cook|Wen Zhang|Joseph M. Petroziello|Kornelia Polyak|Kenneth W. Kinzler|Michael R. Dufault	Nature Genetics|Cancer Research|Oncogene|Proceedings of the National Academy of Sciences of the United States of America|Clinical Cancer Research|Journal of Biological Chemistry|Critical Reviews in Oncogenesis|Cancer treatment and research	Johns Hopkins University|Johns Hopkins University School of Medicine|Howard Hughes Medical Institute|Durham University|Duke University|Lawrence Berkeley National Laboratory|Columbia University|Novartis|Genzyme|University of Milan	NA	10	1	8	10	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	25	0.52	Master	Computer Science	7	303563	29.49	NA	31.75	0	0	84.8	private
Morgan E. Carlson, Michael Hsu, & Irina M. Conboy	Imbalance between pSmad3 and Notch induces CDK inhibitors in old muscle stem cells	Nature, Vol. 454, 24 July 2008, page 528	10.1038/nature07034	2008	July	0	0	1	0	Multiple cases of overlapping microscopy panels	1	2016-10-13	0	1	0	1	Morgan E. Carlson	University of California, Berkeley	12	1530	2005	2016	Cell biology|Biology|Stem cell|Skeletal muscle|Stem cell theory of aging|Physics|Biophysics|Unitarity|Pairing|Neutron	Journal publications|Patents	Irina M. Conboy|Michael Hsu|Michael J. Conboy|Charlotte Suetta|Michael Kjaer|Abigail L. Mackey|Per Aagaard|Laurel A Barchas|Amanda Mikels|Jae Min Jeong	Nature|Aging Cell|Embo Molecular Medicine|Cryobiology|Experimental Cell Research|Biotechnology Progress|Current Opinion in Pharmacology|Frontiers in Bioscience	University of California, Berkeley|University of Copenhagen|University of Southern Denmark|University of California, Irvine|Helen Wills Neuroscience Institute|Stanford University	NA	10	2	8	6	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	15	0.8	NA	NA	4	443967	31.43	1.76	10.5	7.75	4.75	90.3	public
Shidong Jia, Zhenning Liu, Sen Zhang, Pixu Liu, Lei Zhang, Sang Hyun Lee, Jing Zhang, Sabina Signoretti, Massimo Loda, Thomas M. Roberts, & Jean J. Zhao	Essential roles of PI(3)KÐp110b in cell growth, metabolism and tumorigenesis	Nature, Vol 454, 7 August 2008, page 776	10.1038/nature07091	2008	August	0	0	1	0	Overlapping microscopy images	1	2016-05-12	0	1	0	1	Shidong Jia	Harvard University	9	1239	2006	2016	Biology|Carcinogenesis|P110a|Cell biology|Signal transduction|Cell growth|Growth factor|Cancer research|Biochemistry|Epidermal growth factor	Journal publications	Thomas M. Roberts|Sabina Signoretti|Massimo Loda|Sang Hyun Lee|Pixu Liu|Zhenning Liu|Sen Zhang|Jing Zhang|Lei Zhang|Jean J. Zhao	Nature|Proceedings of the National Academy of Sciences of the United States of America|Current Opinion in Cell Biology|Cancer Discovery|Journal of Virology	Harvard University|Brigham and Women's Hospital|Tufts University	NA	10	1	5	3	0	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	14	0.6428571428571429	PhD	Postdoctoral Fellow	10	443967	31.43	1.76	10	8.75	4	100	private
Michael J. Wheeler, Barend H. J. de Graaf, Natalie Hadjiosif, Ruth M. Perry, Natalie S. Poulter, Kim Osman, Sabina Vatovec, Andrea Harper, F. Christopher H. Franklin, & Vernonica E. Franklin-Tong	Identification of the pollen self-incompatibility determinant in Papaver rhoeas	Nature, Vol 459|18 June 2009	10.1038/nature08027	2009	June	0	0	0	1	Duplicated area within the same blot	1	2016-03-03	0	1	0	1	Michael J. Wheeler	University of Worcester	15	496	1999	2019	Biology|Pollen|Papaver|Genetics|Pollen-pistil interaction|Gene|Gynoecium|Pollination|Botany|Locus (genetics)	Journal publications|Other	Vernonica E. Franklin-Tong|Barend H. J. de Graaf|Kim Osman|Ruth M. Perry|Sabina Vatovec|Natalie S. Poulter|Andrea L. Harper|Natalie Hadjiosif|F. Christopher H. Franklin|H. Franklin	Nature|Journal of Experimental Botany|Biochemical Journal|New Phytologist|Biochemical Society Transactions|Philosophical Transactions of the Royal Society B|Protoplasma|Aerobiologia	University of Birmingham|Cardiff University|Rothamsted Research|University of Worcester|Montana State University|University of Oxford|HortResearch	NA	10	2	8	7	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	21	0.7142857142857143	Master	Environment & Resources	7	483039	34.48	1.75	15.75	12.5	6.75	NA	public
Corine Bertolotto, Fabienne Lesueur, Sandy Giuliano, Thomas Strub, Mahaut de Lichy, Karine Bille, Philippe Dessen, and many others	A SUMOylation-defective MITF germline mutation predisposes to melanoma and renal carcinoma	Nature, 2011 Oct 19;480(7375):94-8	10.1038/nature10539	2011	Oct	0	0	1	0	Overlapping microscopy images	1	2016-03-03	0	1	0	1	Corine Bertolotto	French Institute of Health and Medical Research	104	7285	1996	2020	Biology|Melanoma|Cancer research|Microphthalmia-associated transcription factor|Transcription factor|Molecular biology|Cancer|Cell biology|Immunology|Genetics	Journal publications|Other|Patents	Robert Ballotti|Karine Bille|Philippe Bahadoran|Sandy Giuliano|Stéphane Rocchi|Yann Cheli|Jean-Paul Ortonne|Irwin Davidson|Mickaël Ohanna|Thomas Strub	Oncogene|Journal of Biological Chemistry|Nature|Cancer Research|Pigment Cell & Melanoma Research|Journal of Investigative Dermatology|Journal of Cell Biology|Genes & Development|Cell Death and Disease|Molecular Cancer Therapeutics	French Institute of Health and Medical Research|University of Nice Sophia Antipolis|University of Strasbourg|Curie Institute|Centre national de la recherche scientifique|Claude Bernard University Lyon 1|International Agency for Research on Cancer|University of Paris-Sud|University of Bordeaux|University of Burgundy	NA	10	3	10	10	0	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	24	4.333333333333333	NA	NA	4	526505	36.28	1.66	14.25	14.25	6	NA	public
Feng Zhou, Qibing Lin, Lihong Zhu, Yulong Ren, Kunneng Zhou, Nitzan Shabek, Fuqing Wu, Haibin Mao, Wei Dong, Lu Gan, Weiwei Ma, He Gao, Jun Chen, Chao Yang, Dan Wang, Junjie Tan, Xin Zhang, Xiuping Guo, Jiulin Wang, Ling Jiang, Xi Liu, Weiqi Chen, Jinfang Chu, Cunyu Yan, Kotomi Ueno, Shinsaku Ito, Tadao Asami, Zhijun Cheng, Jie Wang, Cailin Lei, Huqu Zhai, Chuanyin Wu, Haiyang Wang, Ning Zheng, and Jianmin Wan	D14ÐSCFD3-dependent degradation of D53 regulates strigolactone signalling	Nature, Vol 504, 19/26 DECEMBER 2013	10.1038/nature12878	2013	NA	0	0	0	1	Duplicated microscopy, possible duplicated lanes in same blot	1	2016-04-21	0	1	0	1	Feng Zhou	Nanjing Agricultural University	9	870	2013	2017	Biology|Biochemistry|Strigolactone|Cell biology|Gene expression|Repressor|Ubiquitin|Karrikin|SKP Cullin F-Box Protein Ligases|Plasma protein binding	Journal publications	Kunneng Zhou|Ling Jiang|Yulong Ren|Xin Zhang|Xiuping Guo|Jianmin Wan|Fuqing Wu|Chuanyin Wu|Haiyang Wang|Zhijun Cheng	Nature|Nature Biotechnology|The Plant Cell|PLOS Genetics|Planta|Plant Molecular Biology Reporter|Breeding Science	Nanjing Agricultural University|Chinese Academy of Sciences|University of Washington|University of Tokyo|The Chinese University of Hong Kong|Rice University	NA	10	1	7	6	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	7	1.2857142857142858	PhD	computational biology	10	590324	42.35	1.6	12.75	10.25	8.5	43.7	public  
S Kale, R Raja, D Thorat, G Soundararajan, TV Patil and GC Kundu	Osteopontin signaling upregulates cyclooxygenase-2 expression in tumor-associated macrophages leading to enhanced angiogenesis and melanoma growth via a9b1 integrin	Oncogene (2014) 33, 2295Ð2306	10.1038/onc.2013.184	2013	NA	0	0	1	0	Overlapping microscopy images, multiple cases	1	2015-10-16	0	1	0	1	S Kale	National Center for Charitable Statistics	7	618	2008	2014	Angiogenesis|Biology|Osteopontin|Cancer|Immunology|Cancer research|Metastasis|Targeted therapy|Cancer biology|Vascular endothelial growth factor	Journal publications	Gopal C. Kundu|Remya Raja|Dhanashri Thorat|Gowrishankar Soundararajan|Goutam Chakraborty|Shalini Jain|Santosh Kumar|Rosalin Mishra|Anuradha Bulbule|Pompom Ghosh	Expert Opinion on Therapeutic Targets|Oncogene|Cancer Research|Molecular Medicine Reports|Cellular Signalling	National Center for Charitable Statistics|Memorial Sloan Kettering Cancer Center|University of California, Riverside|University of Texas MD Anderson Cancer Center|Yale University|Ruby Hall Clinic|Jawaharlal Nehru University	NA	10	1	5	7	0	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	12	0.5833333333333334	Master	Computer Science	7	64071	8.46	0.1	18.25	13.75	11.5	NA	 
CM Das, P Taylor, M Gireud, A Singh, D Lee, G Fuller, L Ji, J Fangusaro, V Rajaram, S Goldman, C Eberhart, and V Gopalakrishnan	The deubiquitylase USP37 links REST to the control of p27 stability and cell proliferation	Oncogene (2013) 32, 1691Ð1701	10.1038/onc.2012.182	2012	NA	0	1	0	0	Duplicated blot	1	2016-11-24	0	1	0	1	CM Das	NA	1	9	1978	1978	Ecology|Theology|Biology	Journal publications	NA	Biologie in Unserer Zeit	NA	NA	0	1	1	0	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	42	0.023809523809523808	Master	Biomedical/Medical Engineering	7	62603	8.56	0.13	19.6666666666667	14	8.66666666666667	NA	 
CC Jiang, A Croft, H-Y Tseng, ST Guo, L Jin, P Hersey, and XD Zhang	Repression of microRNA-768-3p by MEK/ERK signalling contributes to enhanced mRNA translation in human melanoma	Oncogene (2014) 33, 2577Ð2588	10.1038/onc.2013.237	2013	NA	0	0	0	1	Duplicated bands within same blot panel	1	2016-11-17	0	1	0	1	CC Jiang	Huazhong University of Science and Technology	1	8	2017	2017	microRNA|Cell|Molecular biology|Reporter gene|MTT assay|Cell cycle|Cancer research|Cell growth|Epithelial–mesenchymal transition|A549 cell	Journal publications	Qi Mei|Fen Hu|Simin Jiang|Yongjian Xu|Tao Wang	Oncology Reports	Huazhong University of Science and Technology	NA	5	1	1	1	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	3	0.3333333333333333	PhD	Medicine	10	64071	8.46	0.1	14	12.75	13	59.6	public
Z Zhang, X Liu, B Feng, N Liu, Q Wu, Y Han, Y Nie, K Wu, Y Shi, and D Fan	STIM1, a direct target of microRNA-185, promotes tumor metastasis and is associated with poor prognosis in colorectal cancer	Oncogene (2014), 1Ð13	10.1038/onc.2014.404	2014	NA	0	0	1	0	Overlapping microscopy images	1	2016-11-17	0	1	0	1	Z Zhang	Duke University	33	2679	1995	2019	Internal medicine|Biology|Endocrinology|Medicine|Cardiology|Cell biology|Calcium signaling|Basic fibroblast growth factor|Skeletal muscle|Muscle contraction	Journal publications|Other	Paul B. Rosenberg|Ellis F. Unger|Victoria Graham|Malini Seth|Jarrett Burch|Matie Shou|Daisy F. Lazarous|R. Sanders Williams|Everett Hodge|Stephen E. Epstein	Proceedings of the National Academy of Sciences of the United States of America|Circulation|Nature Cell Biology|Cardiovascular Research|Circulation Research|Cancer|Journal of the American College of Cardiology|Journal of Biological Chemistry|American Journal of Cardiology|Journal of Thoracic Oncology	Duke University|National Institutes of Health|University of North Carolina at Chapel Hill|University of California, Irvine|University of Maryland, Baltimore|Center for Biologics Evaluation and Research|Yonsei University|University of Texas Southwestern Medical Center|Johns Hopkins University|Campbell University	NA	10	2	10	10	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	25	1.32	PhD	Certificate for the Completion of Leadership Training	10	64071	8.46	0.1	20.75	17.25	11.25	81.6	private 
T-I Hsu, S-C Lin, P-S Lu, W-C Chang, C-Y Hung, Y-M Yeh, W-C Su, P-C Liao, and J-J Hung	MMP7-mediated cleavage of nucleolin at Asp255 induces MMP9 expression to promote tumor malignancy	Oncogene (2015) 34, 826Ð837	10.1038/onc.2014.22	2014	NA	0	0	1	0	Overlapping microscopy images	1	2017-02-09	0	1	0	1	T-I Hsu	National Health Research Institutes	2	10	2017	2017	Cancer research|Biology|Downregulation and upregulation|DNA demethylation|Apoptosis|Molecular oncology|Temozolomide|Glioma|Cell cycle|Carcinogenesis	Other|Journal publications	Wu-Chou Su|Jan Jong Hung|Kai Yen Chang|W-L Lo|J-Y Chuang|C-Y Ko|R-M Chen|S-Y Chou|W-C Chang|S-C Lin	Oncogene	National Health Research Institutes|Taipei Medical University|National Cheng Kung University	NA	10	2	1	3	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	3	0.6666666666666666	PhD	Institute of Biopharmaceutical Sciences, School of Life Science,	10	64269	7.93	0.09	12	9.25	8.5	NA	public 
Emmanuel Dornier, Franck Coumailleau, Jean-Franc_ois Ottavi, Julien Moretti, Claude Boucheix, Philippe Mauduit, Franois Schweisguth, and Eric Rubinstein 1	TspanC8 tetraspanins regulate ADAM10/Kuzbanian trafficking and promote Notch activation in flies and mammals	J. Cell Biol. Vol. 199 No. 3 481Ð496	 10.1083/jcb.201201133	2012	NA	0	0	0	1	Manipulated FACS plots	1	2016-05-23	0	1	0	1	Emmanuel Dornier	French Institute of Health and Medical Research	5	301	2012	2017	Biology|Cell biology|Notch signaling pathway|Tetraspanin|Amyloid precursor protein secretase|Molecular biology|Endoplasmic reticulum|ADAM10|Ectodomain|Cell culture	Journal publications	Claude Boucheix|Eric Rubinstein|Jean-François Ottavi|Franck Coumailleau|Julien Moretti|François Schweisguth|Philippe Mauduit|Stéphanie Charrin|Julien Saint-Pol|Etienne Eschenbrenner	Journal of Cell Biology|Journal of Biological Chemistry|Biochemical Society Transactions|Blood	French Institute of Health and Medical Research|University of Paris-Sud|Centre national de la recherche scientifique|Pasteur Institute|Paris Diderot University|Paris Descartes University	NA	10	1	4	6	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	8	0.625	PhD	oncology	10	72974	10.82	0.17	12	9.25	5.5	NA	public
HIROFUMI YAMAMOTO, RYOTA OSHIRO, MASAHISA OHTSUKA, MAMORU UEMURA, NAOTSUGU HARAGUCHI, JUNICHI NISHIMURA, ICHIRO TAKEMASA, TSUNEKAZU MIZUSHIMA, YUICHIRO DOKI and MASAKI MORI	Distinct expression of C4.4A in colorectal cancer detected by different antibodies	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 197-201, 2013	10.3892/ijo.2012.1714	2012	NA	0	1	0	0	Duplicated blot	1	2016-09-16	0	1	0	1	HIROFUMI YAMAMOTO	Osaka University	355	10787	1983	2020	Medicine|Colorectal cancer|Biology|Cancer|Cancer research|Internal medicine|Surgery|Pathology|Immunology|Oncology	Journal publications|Other|Repository papers	Masaki Mori|Yuichiro Doki|Tsunekazu Mizushima|Ichiro Takemasa|Junichi Nishimura|Taishi Hata|Mitsugu Sekimoto|Naotsugu Haraguchi|Masataka Ikeda|Mamoru Uemura	Annals of Surgical Oncology|International Journal of Oncology|Clinical Cancer Research|Surgery Today|Surgical Endoscopy and Other Interventional Techniques|Oncology Reports|British Journal of Cancer|Cancer Research|Cancer Science|Cell Stem Cell	Osaka University|Kyushu University|University of Tokyo|National Institute of Radiological Sciences|Sapporo Medical University|Tokyo Medical University|Azabu University|Kyoto University|Osaka City University|Japanese Foundation for Cancer Research	NA	10	3	10	10	0	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	37	9.594594594594595	NA	NA	4	10283	2.77	0.02	27	19.25	19.5	59.8	public
BO LI, YUEHUA YANG, SHENGDAN JIANG, BINBIN NI, KE CHEN, and LEISHENG JIANG	Adenovirus-mediated overexpression of BMP-9 inhibits human osteosarcoma cell growth and migration through downregulation of the PI3K/AKT pathway	INTERNATIONAL JOURNAL OF ONCOLOGY 41: 1809-1819, 2012	10.3892/ijo.2012.1617	2012	NA	0	1	0	0	Duplicated blot panel	1	2016-09-28	0	1	0	1	BO LI	University of Science and Technology of China	621	119848	2010	2019	Physics|Particle physics|Large Hadron Collider|Nuclear physics|Atlas (anatomy)|Luminosity|Standard Model|Monte Carlo method|Detector|Hadron	Journal publications|Other|Repository papers	Helenka Przysiezniak|Dirk Zerwas|Georges Aad|Dieter Hoffmann|J. Levêque|Jean-Claude Clemens|Nicolas Massol|E. Le Guirriec|Gilles Sauvage|Alexandre Rozanov	European Physical Journal C|Journal of High Energy Physics|Physical Review D|Journal of Instrumentation|International Journal of Oncology|Cellular Physiology and Biochemistry|New Journal of Physics|Apoptosis|Physics Letters B|Free Radical Biology and Medicine	Aix-Marseille University|University of Savoy|Blaise Pascal University|University of Paris-Sud|CERN|University of Science and Technology of China|University of Bonn|University of Freiburg|University of Milan|Centre national de la recherche scientifique	NA	10	3	10	10	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10	62.1	Other	System Theory	1	9530	2.66	0.02	9.5	19.5	6.75	66.4	public
EUN YOUNG GIL, UK HYUN JO, HOISEON JEONG, YOUNG MI WHANG, OK HEE WOO, KYU RAN CHO, JAE HONG SEO, AEREE KIM, EUN SOOK LEE, INSONG KOH, YEUL HONG KIM, and KYONG HWA PARK	Promoter methylation of RASSF1A modulates the effect of the microtubule-targeting agent docetaxel in breast cancer	INTERNATIONAL JOURNAL OF ONCOLOGY 41: 611-620, 2012	10.3892/ijo.2012.1470	2012	NA	0	0	0	1	Duplicated, mirrored bands within same panels	1	2017-03-07	0	1	0	1	EUN YOUNG GIL	Korea University	4	30	2012	2016	Breast cancer|Cancer research|Vaccination|Cancer stem cell|Biology|Immunology|Cancer cell|Peptide vaccine|Immunity|Immune adjuvant	Journal publications	Uk Hyun Jo|Kyong Hwa Park|Yeul Hong Kim|Jae Hong Seo|Jinho Kang|Mary L. Disis|Eun Sook Lee|Hye-Jin Lee|Vy Phan-Lai|Insun Kim	Breast Cancer Research and Treatment|International Journal of Oncology|Cancer Research	Korea University|University of California, Los Angeles|University of Washington|Hanyang University	NA	10	1	3	4	0	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	8	0.5	NA	NA	4	9530	2.66	0.02	20.5	11.75	7.5	58.3	private
YUKI FUJISE, JUN-ICHI OKANO, TAKAKAZU NAGAHARA, RYO ABE, RYU IMAMOTO, and YOSHIKAZU MURAWAKI	Preventive effect of caffeine and curcumin on hepato_ carcinogenesis in diethylnitrosamine_induced rats	INTERNATIONAL JOURNAL OF ONCOLOGY 40: 1779-1788, 2012	10.3892/ijo.2012.1343	2012	NA	0	1	0	0	Duplicated microscopy images	1	2016-06-15	0	1	0	1	YUKI FUJISE	Tottori University	25	142	2010	2017	Medicine|Hepatocellular carcinoma|Radiology|Pathology|Magnetic resonance imaging|Cancer research|Molecular medicine|Radiofrequency ablation|Internal medicine|Apoptosis	Journal publications|Other	Yoshikazu Murawaki|Masahiko Koda|Tomomitsu Matono|Jun-ichi Okano|Shiho Tokunaga|Jun Kato|Manabu Kishina|Ryo Abe|Takaaki Sugihara|Ryu Imamoto	European Journal of Radiology|Experimental and Therapeutic Medicine|International Journal of Oncology|Nephron|Journal of Hepatology|Molecular and Clinical Oncology|Hepatology Research|Journal of Gastroenterology|Clinical Journal of Gastroenterology|The Journal of Medical Investigation	Tottori University	NA	10	2	10	1	0	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	10	2.5	NA	NA	4	9530	2.66	0.02	21.25	18.5	11.75	20.7	public
CHIACHEN CHEN, YUAN-CHING CHANG, MICHAEL S. LAN, and MARY BRESLIN	Leptin stimulates ovarian cancer cell growth and inhibits apoptosis by increasing cyclin D1 and Mcl-1 expression via the activation of the MEK/ERK1/2 and PI3K/Akt signaling pathways	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1113-1119, 2013	10.3892/ijo.2013.1789	2013	NA	0	0	1	0	Duplicated and mirrored blot	1	2016-06-06	0	1	0	1	CHIACHEN CHEN	National Taiwan University	2	142	2013	2013	Apoptosis|Cyclin D1|Oncogene|Cell cycle|Cancer research|Cell growth|Signal transduction|Protein kinase B|PI3K/AKT/mTOR pathway|Biology	Journal publications	Mary B. Breslin|Michael S. Lan|Yuan-Ching Chang	International Journal of Oncology	Boston Children's Hospital|National Taiwan University|Mackay Memorial Hospital	NA	3	1	1	3	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	7	0.2857142857142857	Master	Life science	7	10283	2.77	0.02	11.5	9.25	7.75	62.4	public
